active_date,skill_name,job_count,month_total
2023-06,Risk Management,1,373
2023-06,Team Management,1,373
2023-06,Project Management,1,373
2023-06,PowerBI,1,373
2023-06,R,1,373
2023-06,Linux / Unix,1,373
2023-06,CI/CD,1,373
2023-06,HTML5,1,373
2023-06,PHP 7.x,1,373
2023-07,SQL,55,260
2023-07,Scala,31,260
2023-07,Python,29,260
2023-07,Spark,18,260
2023-07,Hadoop,11,260
2023-07,AWS,8,260
2023-07,SAP,8,260
2023-07,Niemiecki,8,260
2023-07,ETL,7,260
2023-07,Cloud,7,260
2023-07,PowerBI,7,260
2023-07,Java,6,260
2023-07,GCP,5,260
2023-07,Excel,5,260
2023-07,A/B test,4,260
2023-07,DWH,4,260
2023-07,Cloudera,4,260
2023-07,Azure,4,260
2023-07,Airflow,4,260
2023-07,Git,4,260
2023-07,Oracle,4,260
2023-07,Risk Management,3,260
2023-07,Team Management,3,260
2023-07,Project Management,3,260
2023-07,Linux / Unix,3,260
2023-07,CI/CD,3,260
2023-07,alteryx,1,260
2023-07,VBS,1,260
2023-07,R,1,260
2023-07,Spring,1,260
2023-07,Apache Hadoop,1,260
2023-07,Tableau,1,260
2023-07,HTML5,1,260
2023-07,PHP 7.x,1,260
2023-07,Kafka,1,260
2023-07,AI,1,260
2023-07,BI tools,1,260
2023-07,Atlassian,1,260
2023-08,SQL,104,429
2023-08,Python,42,429
2023-08,PowerBI,42,429
2023-08,GCP,33,429
2023-08,Spark,26,429
2023-08,Scala,25,429
2023-08,Airflow,22,429
2023-08,Tableau,17,429
2023-08,Excel,12,429
2023-08,hBase,11,429
2023-08,Statistic,10,429
2023-08,Qlik,10,429
2023-08,ETL,8,429
2023-08,SAP,8,429
2023-08,Niemiecki,8,429
2023-08,Hadoop,7,429
2023-08,Cloud,7,429
2023-08,DWH,5,429
2023-08,A/B test,4,429
2023-08,Java,4,429
2023-08,Power Query,3,429
2023-08,Java/Scala,3,429
2023-08,Oracle,3,429
2023-08,Git,2,429
2023-08,R,1,429
2023-08,Spring,1,429
2023-08,BI,1,429
2023-08,Bash,1,429
2023-08,DevOps,1,429
2023-08,Linux / Unix,1,429
2023-08,CI/CD,1,429
2023-08,HTML5,1,429
2023-08,PHP 7.x,1,429
2023-08,Kafka,1,429
2023-08,AI,1,429
2023-08,Unix,1,429
2023-08,Atlassian,1,429
2023-09,SQL,80,472
2023-09,Python,47,472
2023-09,Scala,39,472
2023-09,PowerBI,37,472
2023-09,Spark,33,472
2023-09,GCP,29,472
2023-09,Airflow,22,472
2023-09,Tableau,16,472
2023-09,Excel,15,472
2023-09,SAP,15,472
2023-09,Java,14,472
2023-09,Maven,11,472
2023-09,AWS,11,472
2023-09,hBase,11,472
2023-09,Statistic,10,472
2023-09,GTM,10,472
2023-09,Niemiecki,10,472
2023-09,Cloud,7,472
2023-09,Java/Scala,6,472
2023-09,BI tools,6,472
2023-09,Azure,5,472
2023-09,ETL,5,472
2023-09,DWH,5,472
2023-09,Power Query,3,472
2023-09,Amazon AWS,3,472
2023-09,Microsoft Azure Cloud,3,472
2023-09,DevOps,2,472
2023-09,Hadoop,2,472
2023-09,E-commerce,2,472
2023-09,Spring,1,472
2023-09,Azure Synapse,1,472
2023-09,BI,1,472
2023-09,Bash,1,472
2023-09,MS Office,1,472
2023-09,Security,1,472
2023-09,STRIDE,1,472
2023-09,Microsoft Azure,1,472
2023-09,Azure CLI,1,472
2023-09,Hadoop ecosystem,1,472
2023-09,Software engineer,1,472
2023-09,Unix,1,472
2023-09,digital,1,472
