skill_name,month,avg_jobs_month,avg_prev_month_jobs,abs_change_in_avg_jobs,month_over_month_growth,skill_rank
English,2023-05-01,6.580645161290323,11.600000000000003,-5.01935483870968,-0.43270300333704126,15
Analytics,2023-05-01,6.0645161290322571,3.4374999999999996,2.6270161290322576,0.7642228739002932,16
ETL,2023-05-01,6.0,4.8333333333333339,1.1666666666666661,0.24137931034482743,17
master data,2023-05-01,5.935483870967742,4.0,1.935483870967742,0.4838709677419355,18
Niemiecki,2023-05-01,5.935483870967742,4.0,1.935483870967742,0.4838709677419355,18
MS Excel,2023-05-01,5.354838709677419,3.5000000000000009,1.8548387096774182,0.52995391705069073,20
Apache Spark,2023-05-01,5.2258064516129021,18.266666666666666,-13.040860215053764,-0.7139157052036732,21
SSIS,2023-05-01,5.04,4.8,0.24000000000000021,0.050000000000000044,22
Cloudera,2023-05-01,4.0,5.4761904761904763,-1.4761904761904763,-0.26956521739130435,23
Flink,2023-05-01,4.0,4.0,0.0,0.0,23
BI tools,2023-05-01,4.0,,,,23
PySpark,2023-05-01,4.0,5.5833333333333321,-1.5833333333333321,-0.28358208955223868,23
Oracle,2023-05-01,4.0,4.0,0.0,0.0,23
Azure,2023-05-01,4.0,4.0,0.0,0.0,23
Google Analytics,2023-05-01,3.9354838709677438,8.2999999999999972,-4.3645161290322534,-0.52584531675087409,29
Tableau,2023-05-01,3.3225806451612909,4.8000000000000007,-1.4774193548387098,-0.30779569892473119,30
Linux,2023-05-01,3.0,1.0,2.0,2.0,31
Google Tag Manager,2023-05-01,3.0,3.0,0.0,0.0,31
JVM,2023-05-01,3.0,3.0,0.0,0.0,31
HubSpot,2023-05-01,3.0,3.0,0.0,0.0,31
BigQuery,2023-05-01,3.0,3.0,0.0,0.0,31
Metabase,2023-05-01,3.0,3.0,0.0,0.0,31
Airflow,2023-05-01,2.9354838709677415,1.0,1.9354838709677415,1.9354838709677415,37
Analytical Thinking,2023-05-01,2.8709677419354844,2.5000000000000004,0.370967741935484,0.14838709677419357,38
Trading voice,2023-05-01,2.0,2.0,0.0,0.0,39
ms teams,2023-05-01,2.0,2.0,0.0,0.0,39
Git,2023-05-01,2.0,2.0,0.0,0.0,39
Outlook,2023-05-01,2.0,2.0,0.0,0.0,39
Analysing Data,2023-05-01,2.0,2.0,0.0,0.0,39
Data Studio,2023-05-01,2.0,2.0,0.0,0.0,39
Power Pivot,2023-05-01,1.9,,,,45
Power Query,2023-05-01,1.9,,,,45
Google Data Studio,2023-05-01,1.4137931034482758,3.6153846153846141,-2.2015915119363383,-0.60895084372707253,47
R,2023-05-01,1.0322580645161294,21.466666666666665,-20.434408602150537,-0.95191344419955926,48
Java 8,2023-05-01,1.0,1.0,0.0,0.0,49
PL/SQL,2023-05-01,1.0,3.0,-2.0,-0.66666666666666663,49
Pandas,2023-05-01,1.0,1.0,0.0,0.0,49
PHP 7.x,2023-05-01,1.0,1.0,0.0,0.0,49
HTML5,2023-05-01,1.0,1.0,0.0,0.0,49
Teamwork,2023-05-01,1.0,1.0,0.0,0.0,49
Team Leadership,2023-05-01,1.0,4.0,-3.0,-0.75,49
MS SQL,2023-05-01,1.0,1.0,0.0,0.0,49
Databrics,2023-05-01,1.0,,,,49
Risk Management,2023-05-01,1.0,1.0,0.0,0.0,49
ETL tools,2023-05-01,1.0,19.0,-18.0,-0.94736842105263153,49
Java 11,2023-05-01,1.0,1.0,0.0,0.0,49
data analyst,2023-05-01,1.0,1.0,0.0,0.0,49
Bazy Danych,2023-05-01,1.0,4.0,-3.0,-0.75,49
Apache Hadoop,2023-05-01,1.0,1.0,0.0,0.0,49
Project Management,2023-05-01,1.0,1.0,0.0,0.0,49
Polish,2023-05-01,1.0,1.0,0.0,0.0,49
Team Management,2023-05-01,1.0,1.0,0.0,0.0,49
SQL,2023-06-01,70.233333333333334,57.419354838709687,12.813978494623647,0.22316479400749045,1
Python,2023-06-01,36.866666666666653,40.87096774193548,-4.0043010752688275,-0.097974217311234152,2
T-SQL,2023-06-01,23.6,23.75,-0.14999999999999858,-0.0063157894736841505,3
Scala,2023-06-01,16.833333333333329,19.161290322580648,-2.3279569892473191,-0.12149270482603852,4
AWS,2023-06-01,16.299999999999997,10.870967741935484,5.4290322580645132,0.49940652818991071,5
Big Data,2023-06-01,15.233333333333334,18.580645161290317,-3.3473118279569825,-0.18015046296296267,6
Data,2023-06-01,14.633333333333326,13.666666666666668,0.9666666666666579,0.070731707317072526,7
Analytics,2023-06-01,10.0,6.0645161290322571,3.9354838709677429,0.64893617021276617,8
Kafka,2023-06-01,9.0,9.086956521739129,-0.086956521739129045,-0.00956937799043047,9
SAP,2023-06-01,8.0,10.548387096774194,-2.5483870967741939,-0.24159021406727832,10
master data,2023-06-01,8.0,5.935483870967742,2.064516129032258,0.34782608695652173,10
Niemiecki,2023-06-01,8.0,5.935483870967742,2.064516129032258,0.34782608695652173,10
Hadoop,2023-06-01,7.1000000000000014,13.032258064516128,-5.9322580645161267,-0.45519801980198005,13
Cloud,2023-06-01,7.0,7.0,0.0,0.0,14
Java,2023-06-01,6.2666666666666675,10.258064516129032,-3.9913978494623645,-0.38909853249475884,15
Spark,2023-06-01,4.9666666666666668,12.322580645161292,-7.355913978494625,-0.59694589877835957,16
Airflow,2023-06-01,4.9,2.9354838709677415,1.9645161290322588,0.66923076923076952,17
Analytical Thinking,2023-06-01,4.6,2.8709677419354844,1.7290322580645152,0.60224719101123547,18
English,2023-06-01,4.2333333333333325,6.580645161290323,-2.3473118279569904,-0.35669934640522893,19
Cloudera,2023-06-01,4.0,4.0,0.0,0.0,20
PySpark,2023-06-01,4.0,4.0,0.0,0.0,20
Azure,2023-06-01,4.0,4.0,0.0,0.0,20
BI tools,2023-06-01,3.8,4.0,-0.20000000000000018,-0.050000000000000044,23
Oracle,2023-06-01,3.8,4.0,-0.20000000000000018,-0.050000000000000044,23
Data Visualization,2023-06-01,3.4,1.0,2.4,2.4,25
Google Analytics,2023-06-01,3.068965517241379,3.9354838709677438,-0.86651835372636477,-0.22018089315997783,26
Linux,2023-06-01,3.0,3.0,0.0,0.0,27
HubSpot,2023-06-01,3.0,3.0,0.0,0.0,27
Git,2023-06-01,2.2,2.0,0.20000000000000018,0.10000000000000009,29
ETL,2023-06-01,2.0,6.0,-4.0,-0.66666666666666663,30
Trading voice,2023-06-01,2.0,2.0,0.0,0.0,30
ms teams,2023-06-01,2.0,2.0,0.0,0.0,30
Outlook,2023-06-01,2.0,2.0,0.0,0.0,30
Analysing Data,2023-06-01,2.0,2.0,0.0,0.0,30
MS Excel,2023-06-01,2.0,5.354838709677419,-3.354838709677419,-0.62650602409638556,30
Data analysis,2023-06-01,2.0,1.0,1.0,1.0,30
Polish,2023-06-01,2.0,1.0,1.0,1.0,30
DWH,2023-06-01,2.0,5.0,-3.0,-0.6,30
Power Pivot,2023-06-01,1.9523809523809523,1.9,0.052380952380952417,0.02756892230576443,39
Power Query,2023-06-01,1.9523809523809523,1.9,0.052380952380952417,0.02756892230576443,39
Apache Spark,2023-06-01,1.7,5.2258064516129021,-3.525806451612902,-0.67469135802469127,41
PL/SQL,2023-06-01,1.0,1.0,0.0,0.0,42
CI/CD,2023-06-01,1.0,1.0,0.0,0.0,42
PHP 7.x,2023-06-01,1.0,1.0,0.0,0.0,42
HTML5,2023-06-01,1.0,1.0,0.0,0.0,42
Linux / Unix,2023-06-01,1.0,1.0,0.0,0.0,42
Microsoft SQL,2023-06-01,1.0,,,,42
Databrics,2023-06-01,1.0,1.0,0.0,0.0,42
Risk Management,2023-06-01,1.0,1.0,0.0,0.0,42
Tableau,2023-06-01,1.0,3.3225806451612909,-2.3225806451612909,-0.69902912621359226,42
ETL tools,2023-06-01,1.0,1.0,0.0,0.0,42
R,2023-06-01,1.0,1.0322580645161294,-0.032258064516129448,-0.031250000000000389,42
Apache Hadoop,2023-06-01,1.0,1.0,0.0,0.0,42
Project Management,2023-06-01,1.0,1.0,0.0,0.0,42
VBS,2023-06-01,1.0,,,,42
alteryx,2023-06-01,1.0,1.0,0.0,0.0,42
Power BI,2023-06-01,1.0,18.538461538461537,-17.538461538461537,-0.946058091286307,42
Team Management,2023-06-01,1.0,1.0,0.0,0.0,42
SQL,2023-07-01,29.258064516129032,70.233333333333334,-40.9752688172043,-0.58341626222882248,1
Scala,2023-07-01,21.064516129032253,16.833333333333329,4.2311827956989241,0.25135739380389654,2
Python,2023-07-01,17.0,36.866666666666653,-19.866666666666653,-0.53887884267631081,3
Big Data,2023-07-01,10.612903225806452,15.233333333333334,-4.6204301075268823,-0.30331051034093315,4
Spark,2023-07-01,10.193548387096774,4.9666666666666668,5.2268817204301072,1.0523922927040483,5
Hadoop,2023-07-01,8.9032258064516139,7.1000000000000014,1.8032258064516125,0.25397546569741014,6
English,2023-07-01,8.1612903225806424,4.2333333333333325,3.92795698924731,0.92786385572771113,7
SAP,2023-07-01,8.0,8.0,0.0,0.0,8
master data,2023-07-01,8.0,8.0,0.0,0.0,8
Niemiecki,2023-07-01,8.0,8.0,0.0,0.0,8
Cloud,2023-07-01,7.0,7.0,0.0,0.0,11
ETL,2023-07-01,6.4516129032258043,2.0,4.4516129032258043,2.2258064516129021,12
AWS,2023-07-01,6.3999999999999995,16.299999999999997,-9.8999999999999986,-0.6073619631901841,13
Cloudera,2023-07-01,4.0,4.0,0.0,0.0,14
PySpark,2023-07-01,4.0,4.0,0.0,0.0,14
Azure,2023-07-01,4.0,4.0,0.0,0.0,14
Airflow,2023-07-01,3.8636363636363638,4.9,-1.0363636363636366,-0.21150278293135438,17
Data Visualization,2023-07-01,3.8333333333333335,3.4,0.43333333333333357,0.12745098039215694,18
DWH,2023-07-01,3.8064516129032255,2.0,1.8064516129032255,0.90322580645161277,19
Analytical Thinking,2023-07-01,3.64516129032258,4.6,-0.95483870967741957,-0.20757363253856947,20
Polish,2023-07-01,3.1538461538461537,2.0,1.1538461538461537,0.57692307692307687,21
Data,2023-07-01,3.1428571428571428,14.633333333333326,-11.490476190476183,-0.78522616335828177,22
A/B test,2023-07-01,2.9090909090909087,,,,23
Risk Management,2023-07-01,2.8,1.0,1.7999999999999998,1.7999999999999998,24
Project Management,2023-07-01,2.8,1.0,1.7999999999999998,1.7999999999999998,24
Team Management,2023-07-01,2.8,1.0,1.7999999999999998,1.7999999999999998,24
MS Excel,2023-07-01,2.5384615384615392,2.0,0.53846153846153921,0.26923076923076961,27
Java,2023-07-01,2.2580645161290325,6.2666666666666675,-4.0086021505376355,-0.63967055593685662,28
Git,2023-07-01,2.1935483870967745,2.2,-0.0064516129032257119,-0.0029325513196480505,29
Oracle,2023-07-01,2.1666666666666665,3.8,-1.6333333333333333,-0.42982456140350878,30
Power BI,2023-07-01,2.0000000000000004,1.0,1.0000000000000004,1.0000000000000004,31
Data analysis,2023-07-01,2.0,2.0,0.0,0.0,32
Google Analytics,2023-07-01,1.7241379310344827,3.068965517241379,-1.3448275862068964,-0.4382022471910112,33
CI/CD,2023-07-01,1.1935483870967745,1.0,0.19354838709677447,0.19354838709677447,34
Linux / Unix,2023-07-01,1.1935483870967745,1.0,0.19354838709677447,0.19354838709677447,34
T-SQL,2023-07-01,1.0,23.6,-22.6,-0.9576271186440678,36
Spring,2023-07-01,1.0,1.0,0.0,0.0,36
PL/SQL,2023-07-01,1.0,1.0,0.0,0.0,36
*Python,2023-07-01,1.0,,,,36
Kafka,2023-07-01,1.0,9.0,-8.0,-0.88888888888888884,36
PHP 7.x,2023-07-01,1.0,1.0,0.0,0.0,36
HTML5,2023-07-01,1.0,1.0,0.0,0.0,36
Atlassian,2023-07-01,1.0,1.0,0.0,0.0,36
*Power BI,2023-07-01,1.0,,,,36
Microsoft SQL,2023-07-01,1.0,1.0,0.0,0.0,36
Apache Spark,2023-07-01,1.0,1.7,-0.7,-0.41176470588235292,36
MS SQL,2023-07-01,1.0,1.0,0.0,0.0,36
BI tools,2023-07-01,1.0,3.8,-2.8,-0.73684210526315785,36
Tableau,2023-07-01,1.0,1.0,0.0,0.0,36
*SQL,2023-07-01,1.0,,,,36
AI,2023-07-01,1.0,,,,36
R,2023-07-01,1.0,1.0,0.0,0.0,36
Apache Hadoop,2023-07-01,1.0,1.0,0.0,0.0,36
VBS,2023-07-01,1.0,1.0,0.0,0.0,36
alteryx,2023-07-01,1.0,1.0,0.0,0.0,36
SQL,2023-08-01,58.032258064516128,29.258064516129032,28.774193548387096,0.98346196251378171,1
Power BI,2023-08-01,35.806451612903231,2.0000000000000004,33.806451612903231,16.903225806451612,2
Python,2023-08-01,20.612903225806448,17.0,3.6129032258064484,0.2125237191650852,3
Google Analytics,2023-08-01,18.935483870967737,1.7241379310344827,17.211345939933253,9.9825806451612866,4
Scala,2023-08-01,18.870967741935484,21.064516129032253,-2.1935483870967687,-0.10413476263399671,5
Airflow,2023-08-01,17.714285714285715,3.8636363636363638,13.850649350649352,3.5848739495798321,6
Tableau,2023-08-01,15.93548387096774,1.0,14.93548387096774,14.93548387096774,7
Big Data,2023-08-01,11.806451612903226,10.612903225806452,1.193548387096774,0.11246200607902733,8
Spark,2023-08-01,11.580645161290322,10.193548387096774,1.387096774193548,0.13607594936708858,9
hBase,2023-08-01,11.0,,,,10
Data Analystics,2023-08-01,11.0,1.0,10.0,10.0,10
Databases,2023-08-01,11.0,1.0,10.0,10.0,10
Statistic,2023-08-01,10.0,,,,13
data analyst,2023-08-01,10.0,1.0,9.0,9.0,13
Qlik,2023-08-01,9.55,,,,15
Azure Databricks,2023-08-01,9.55,,,,15
SAP,2023-08-01,8.0,8.0,0.0,0.0,17
master data,2023-08-01,8.0,8.0,0.0,0.0,17
Niemiecki,2023-08-01,8.0,8.0,0.0,0.0,17
Cloud,2023-08-01,7.0,7.0,0.0,0.0,20
BigQuery,2023-08-01,6.7142857142857144,3.0,3.7142857142857144,1.2380952380952381,21
MS Excel,2023-08-01,6.1935483870967731,2.5384615384615392,3.6550868486352339,1.439882697947213,22
English,2023-08-01,5.4838709677419368,8.1612903225806424,-2.6774193548387055,-0.328063241106719,23
MySQL,2023-08-01,5.0,1.0,4.0,4.0,24
Analytics,2023-08-01,5.0,10.0,-5.0,-0.5,24
PostreSQL,2023-08-01,5.0,,,,24
Data,2023-08-01,4.741935483870968,3.1428571428571428,1.5990783410138252,0.50879765395894438,27
A/B test,2023-08-01,3.8260869565217392,2.9090909090909087,0.91699604743083052,0.315217391304348,28
Java/Scala,2023-08-01,3.0,,,,29
Data analysis,2023-08-01,2.9130434782608692,2.0,0.91304347826086918,0.45652173913043459,30
Power Query,2023-08-01,2.9130434782608692,1.9523809523809523,0.96066252587991685,0.49204665959703059,30
ETL,2023-08-01,2.5483870967741935,6.4516129032258043,-3.9032258064516108,-0.60499999999999987,32
Oracle,2023-08-01,2.5294117647058822,2.1666666666666665,0.36274509803921573,0.16742081447963805,33
Hadoop,2023-08-01,2.3548387096774195,8.9032258064516139,-6.5483870967741939,-0.73550724637681153,34
DWH,2023-08-01,2.2903225806451615,3.8064516129032255,-1.5161290322580641,-0.39830508474576259,35
Git,2023-08-01,2.0,2.1935483870967745,-0.19354838709677447,-0.088235294117647176,36
Business Intelligence,2023-08-01,1.75,38.888888888888886,-37.138888888888886,-0.955,37
Analytical Thinking,2023-08-01,1.4166666666666665,3.64516129032258,-2.2284946236559136,-0.61135693215339226,38
Java,2023-08-01,1.3846153846153848,2.2580645161290325,-0.87344913151364767,-0.38681318681318677,39
Spring,2023-08-01,1.0,1.0,0.0,0.0,40
PL/SQL,2023-08-01,1.0,1.0,0.0,0.0,40
DevOps,2023-08-01,1.0,4.882352941176471,-3.882352941176471,-0.79518072289156627,40
*Python,2023-08-01,1.0,1.0,0.0,0.0,40
Kafka,2023-08-01,1.0,1.0,0.0,0.0,40
CI/CD,2023-08-01,1.0,1.1935483870967745,-0.19354838709677447,-0.16216216216216237,40
PHP 7.x,2023-08-01,1.0,1.0,0.0,0.0,40
HTML5,2023-08-01,1.0,1.0,0.0,0.0,40
Atlassian,2023-08-01,1.0,1.0,0.0,0.0,40
Linux / Unix,2023-08-01,1.0,1.1935483870967745,-0.19354838709677447,-0.16216216216216237,40
Bash,2023-08-01,1.0,1.0,0.0,0.0,40
*Power BI,2023-08-01,1.0,1.0,0.0,0.0,40
Apache Spark,2023-08-01,1.0,1.0,0.0,0.0,40
BI,2023-08-01,1.0,1.8,-0.8,-0.44444444444444448,40
MS SQL,2023-08-01,1.0,1.0,0.0,0.0,40
Unix,2023-08-01,1.0,1.0,0.0,0.0,40
*SQL,2023-08-01,1.0,1.0,0.0,0.0,40
AI,2023-08-01,1.0,1.0,0.0,0.0,40
R,2023-08-01,1.0,1.0,0.0,0.0,40
Data Integration,2023-08-01,1.0,3.0,-2.0,-0.66666666666666663,40
Google Data Studio,2023-08-01,1.0,1.4137931034482758,-0.4137931034482758,-0.29268292682926828,40
SQL,2023-09-01,33.999999999999993,58.032258064516128,-24.032258064516135,-0.41411895497498624,1
Python,2023-09-01,31.56,20.612903225806448,10.94709677419355,0.531079812206573,2
Big Data,2023-09-01,21.36,11.806451612903226,9.5535483870967735,0.80918032786885241,3
Airflow,2023-09-01,21.04,17.714285714285715,3.3257142857142838,0.18774193548387086,4
English,2023-09-01,18.439999999999994,5.4838709677419368,12.956129032258058,2.3625882352941159,5
Spark,2023-09-01,17.760000000000005,11.580645161290322,6.1793548387096831,0.53359331476323169,6
Scala,2023-09-01,16.36,18.870967741935484,-2.5109677419354846,-0.1330598290598291,7
Tableau,2023-09-01,16.0,15.93548387096774,0.064516129032259784,0.0040485829959515255,8
hBase,2023-09-01,11.0,11.0,0.0,0.0,9
AWS,2023-09-01,11.0,6.3999999999999995,4.6000000000000005,0.71875000000000011,9
Data architecture,2023-09-01,11.0,19.0,-8.0,-0.42105263157894735,9
PowerBi,2023-09-01,11.0,3.0,8.0,2.6666666666666665,9
Databases,2023-09-01,11.0,11.0,0.0,0.0,9
BigQuery,2023-09-01,10.92,6.7142857142857144,4.2057142857142855,0.6263829787234042,14
SAP,2023-09-01,10.44,8.0,2.4399999999999995,0.30499999999999994,15
Maven,2023-09-01,10.333333333333334,,,,16
master data,2023-09-01,10.0,8.0,2.0,0.25,17
Niemiecki,2023-09-01,10.0,8.0,2.0,0.25,17
Statistic,2023-09-01,10.0,10.0,0.0,0.0,17
data analyst,2023-09-01,10.0,10.0,0.0,0.0,17
Java,2023-09-01,8.88,1.3846153846153848,7.4953846153846158,5.4133333333333331,21
GTM,2023-09-01,8.56,,,,22
data analysis/engineering,2023-09-01,8.56,,,,22
business analyst,2023-09-01,6.0,,,,24
BI tools,2023-09-01,6.0,1.0,5.0,5.0,24
Cloud,2023-09-01,5.4,7.0,-1.5999999999999996,-0.22857142857142851,26
MS Excel,2023-09-01,5.2,6.1935483870967731,-0.993548387096773,-0.16041666666666649,27
MySQL,2023-09-01,5.0,5.0,0.0,0.0,28
Analytics,2023-09-01,5.0,5.0,0.0,0.0,28
Azure Databricks,2023-09-01,5.0,9.55,-4.5500000000000007,-0.47643979057591629,28
PostreSQL,2023-09-01,5.0,5.0,0.0,0.0,28
Azure Data stack,2023-09-01,5.0,,,,28
Azure,2023-09-01,5.0,4.0,1.0,0.25,28
ETL,2023-09-01,4.95,2.5483870967741935,2.4016129032258067,0.94240506329113938,34
DWH,2023-09-01,4.95,2.2903225806451615,2.6596774193548387,1.1612676056338027,34
Java/Scala,2023-09-01,4.8,3.0,1.7999999999999998,0.6,36
Data analysis,2023-09-01,3.56,2.9130434782608692,0.64695652173913087,0.22208955223880614,37
Power BI,2023-09-01,3.0400000000000005,35.806451612903231,-32.766451612903232,-0.91509909909909914,38
Analytical Thinking,2023-09-01,3.0,1.4166666666666665,1.5833333333333335,1.1176470588235297,39
Microsoft Azure Cloud,2023-09-01,2.9090909090909087,3.0,-0.090909090909091272,-0.030303030303030425,40
Amazon AWS,2023-09-01,2.9090909090909087,1.0,1.9090909090909087,1.9090909090909087,40
Power Query,2023-09-01,2.875,2.9130434782608692,-0.038043478260869179,-0.013059701492537183,42
Google Analytics,2023-09-01,2.3600000000000003,18.935483870967737,-16.575483870967737,-0.87536626916524707,43
Data,2023-09-01,2.1999999999999997,4.741935483870968,-2.5419354838709682,-0.53605442176870755,44
Business Intelligence,2023-09-01,2.0,1.75,0.25,0.14285714285714285,45
Microsoft Power BI,2023-09-01,2.0,,,,45
E-commerce,2023-09-01,1.7777777777777777,3.0,-1.2222222222222223,-0.40740740740740744,47
DevOps,2023-09-01,1.4800000000000002,1.0,0.4800000000000002,0.4800000000000002,48
Hadoop,2023-09-01,1.32,2.3548387096774195,-1.0348387096774194,-0.43945205479452054,49
Apache Spark,2023-09-01,1.2400000000000002,1.0,0.24000000000000021,0.24000000000000021,50
T-SQL,2023-09-01,1.0,1.0,0.0,0.0,51
STRIDE,2023-09-01,1.0,,,,51
Spring,2023-09-01,1.0,1.0,0.0,0.0,51
Microsoft Azure,2023-09-01,1.0,,,,51
Security,2023-09-01,1.0,,,,51
MS Office,2023-09-01,1.0,1.0,0.0,0.0,51
digital,2023-09-01,1.0,,,,51
Bash,2023-09-01,1.0,1.0,0.0,0.0,51
BI,2023-09-01,1.0,1.0,0.0,0.0,51
Azure CLI,2023-09-01,1.0,,,,51
Software engineer,2023-09-01,1.0,,,,51
Unix,2023-09-01,1.0,1.0,0.0,0.0,51
Hadoop ecosystem,2023-09-01,1.0,1.0,0.0,0.0,51
Azure Synapse,2023-09-01,1.0,,,,51
Data Integration,2023-09-01,1.0,1.0,0.0,0.0,51
Google Data Studio,2023-09-01,1.0,1.0,0.0,0.0,51
