active_date,skill_name,job_count
2022-03-16,Spark,14
2022-03-16,English,12
2022-03-16,Tableau,8
2022-03-16,Data,2
2022-03-16,Power BI,2
2022-03-17,SQL,46
2022-03-17,Python,32
2022-03-17,Java,26
2022-03-17,Scala,22
2022-03-17,Big Data,20
2022-03-17,Spark,14
2022-03-17,English,12
2022-03-17,Tableau,8
2022-03-17,Data,2
2022-03-17,Power BI,2
2022-03-18,SQL,47
2022-03-18,Python,33
2022-03-18,Java,26
2022-03-18,Scala,20
2022-03-18,Big Data,20
2022-03-18,Spark,12
2022-03-18,English,11
2022-03-18,Tableau,8
2022-03-18,Data,2
2022-03-18,Power BI,2
2022-03-19,SQL,46
2022-03-19,Python,33
2022-03-19,Java,25
2022-03-19,Scala,20
2022-03-19,Big Data,19
2022-03-19,Spark,12
2022-03-19,English,10
2022-03-19,Tableau,8
2022-03-19,Data,2
2022-03-19,Power BI,2
2022-03-20,SQL,44
2022-03-20,Python,32
2022-03-20,Java,25
2022-03-20,Scala,20
2022-03-20,Big Data,19
2022-03-20,Spark,12
2022-03-20,English,10
2022-03-20,Tableau,7
2022-03-20,Power BI,2
2022-03-20,Data,1
2022-03-21,SQL,45
2022-03-21,Python,35
2022-03-21,Java,25
2022-03-21,Scala,20
2022-03-21,Big Data,19
2022-03-21,Spark,12
2022-03-21,English,10
2022-03-21,Tableau,7
2022-03-21,Power BI,3
2022-03-21,Data,1
2022-03-22,SQL,46
2022-03-22,Python,35
2022-03-22,Java,25
2022-03-22,Scala,20
2022-03-22,Big Data,20
2022-03-22,Spark,12
2022-03-22,English,10
2022-03-22,Tableau,7
2022-03-22,Power BI,3
2022-03-22,Data,1
2022-03-23,SQL,46
2022-03-23,Python,35
2022-03-23,Java,25
2022-03-23,Scala,20
2022-03-23,Big Data,20
2022-03-23,Spark,12
2022-03-23,English,8
2022-03-23,Tableau,7
2022-03-23,Power BI,3
2022-03-23,Data,1
2022-03-24,SQL,47
2022-03-24,Python,34
2022-03-24,Java,25
2022-03-24,Scala,20
2022-03-24,Big Data,20
2022-03-24,Spark,11
2022-03-24,English,8
2022-03-24,Tableau,7
2022-03-24,Power BI,3
2022-03-24,Data,2
2022-03-25,SQL,45
2022-03-25,Python,34
2022-03-25,Java,28
2022-03-25,Big Data,23
2022-03-25,Scala,19
2022-03-25,Spark,11
2022-03-25,English,8
2022-03-25,Tableau,7
2022-03-25,Power BI,3
2022-03-25,Data,2
2022-03-26,SQL,43
2022-03-26,Python,33
2022-03-26,Java,27
2022-03-26,Big Data,23
2022-03-26,Scala,18
2022-03-26,Spark,11
2022-03-26,English,8
2022-03-26,Tableau,6
2022-03-26,Power BI,3
2022-03-26,Data,2
2022-03-27,SQL,43
2022-03-27,Python,33
2022-03-27,Java,27
2022-03-27,Big Data,23
2022-03-27,Scala,18
2022-03-27,Spark,11
2022-03-27,English,8
2022-03-27,Tableau,6
2022-03-27,Power BI,3
2022-03-27,Data,2
2022-03-28,SQL,43
2022-03-28,Python,33
2022-03-28,Java,27
2022-03-28,Big Data,23
2022-03-28,Scala,18
2022-03-28,Spark,11
2022-03-28,English,8
2022-03-28,Tableau,6
2022-03-28,Power BI,3
2022-03-28,Data,2
2022-03-29,SQL,43
2022-03-29,Python,33
2022-03-29,Java,27
2022-03-29,Big Data,23
2022-03-29,Scala,18
2022-03-29,Spark,11
2022-03-29,English,8
2022-03-29,Tableau,6
2022-03-29,Power BI,3
2022-03-29,Data,2
2022-03-30,SQL,43
2022-03-30,Python,33
2022-03-30,Java,27
2022-03-30,Big Data,23
2022-03-30,Scala,18
2022-03-30,Spark,11
2022-03-30,English,8
2022-03-30,Tableau,6
2022-03-30,Power BI,3
2022-03-30,Data,2
2022-03-31,SQL,43
2022-03-31,Python,34
2022-03-31,Java,27
2022-03-31,Big Data,23
2022-03-31,Scala,18
2022-03-31,Spark,11
2022-03-31,English,8
2022-03-31,Tableau,5
2022-03-31,Power BI,3
2022-03-31,Data,2
2022-04-01,SQL,46
2022-04-01,Python,34
2022-04-01,Java,28
2022-04-01,Big Data,23
2022-04-01,Scala,18
2022-04-01,Spark,11
2022-04-01,English,9
2022-04-01,Tableau,5
2022-04-01,Power BI,3
2022-04-01,Data,2
2022-04-02,SQL,46
2022-04-02,Python,33
2022-04-02,Java,28
2022-04-02,Big Data,23
2022-04-02,Scala,18
2022-04-02,Spark,10
2022-04-02,English,9
2022-04-02,Tableau,5
2022-04-02,Power BI,3
2022-04-02,Data,2
2022-04-03,SQL,46
2022-04-03,Python,33
2022-04-03,Java,28
2022-04-03,Big Data,23
2022-04-03,Scala,17
2022-04-03,Spark,9
2022-04-03,English,9
2022-04-03,Tableau,5
2022-04-03,Power BI,3
2022-04-03,Data,2
2022-04-04,SQL,46
2022-04-04,Python,33
2022-04-04,Java,28
2022-04-04,Big Data,23
2022-04-04,Scala,17
2022-04-04,Spark,9
2022-04-04,English,9
2022-04-04,Tableau,5
2022-04-04,Power BI,3
2022-04-04,Data,2
2022-04-05,SQL,46
2022-04-05,Python,33
2022-04-05,Java,28
2022-04-05,Big Data,23
2022-04-05,Scala,17
2022-04-05,Spark,9
2022-04-05,English,9
2022-04-05,Tableau,5
2022-04-05,Power BI,3
2022-04-05,Data,2
2022-04-06,SQL,44
2022-04-06,Python,32
2022-04-06,Java,28
2022-04-06,Big Data,23
2022-04-06,Scala,18
2022-04-06,Spark,10
2022-04-06,English,9
2022-04-06,Tableau,5
2022-04-06,Power BI,2
2022-04-06,Data,2
2022-04-07,SQL,38
2022-04-07,Python,32
2022-04-07,Java,28
2022-04-07,Big Data,23
2022-04-07,Scala,18
2022-04-07,Spark,10
2022-04-07,English,9
2022-04-07,Tableau,6
2022-04-07,Power BI,2
2022-04-07,Data,2
2022-04-08,SQL,39
2022-04-08,Python,33
2022-04-08,Java,28
2022-04-08,Big Data,23
2022-04-08,Scala,18
2022-04-08,Spark,10
2022-04-08,English,9
2022-04-08,Tableau,6
2022-04-08,Power BI,2
2022-04-08,Data,2
2022-04-09,SQL,36
2022-04-09,Python,33
2022-04-09,Java,28
2022-04-09,Big Data,23
2022-04-09,Scala,17
2022-04-09,Spark,9
2022-04-09,English,9
2022-04-09,Tableau,3
2022-04-09,Power BI,2
2022-04-09,Data,2
2022-04-10,SQL,28
2022-04-10,Java,27
2022-04-10,Python,25
2022-04-10,Big Data,22
2022-04-10,Scala,14
2022-04-10,Spark,9
2022-04-10,English,6
2022-04-10,Tableau,3
2022-04-10,Power BI,2
2022-04-10,Data,1
2022-04-11,SQL,30
2022-04-11,Python,27
2022-04-11,Java,27
2022-04-11,Big Data,22
2022-04-11,Scala,14
2022-04-11,Spark,9
2022-04-11,English,6
2022-04-11,Tableau,3
2022-04-11,Power BI,2
2022-04-11,Data,1
2022-04-12,SQL,31
2022-04-12,Python,27
2022-04-12,Java,27
2022-04-12,Big Data,23
2022-04-12,Scala,14
2022-04-12,Spark,9
2022-04-12,English,6
2022-04-12,Tableau,3
2022-04-12,Power BI,2
2022-04-12,Data,1
2022-04-13,SQL,30
2022-04-13,Python,28
2022-04-13,Java,27
2022-04-13,Big Data,26
2022-04-13,Scala,14
2022-04-13,Spark,10
2022-04-13,English,9
2022-04-13,Tableau,3
2022-04-13,Power BI,2
2022-04-13,Data,1
2022-04-14,Python,29
2022-04-14,SQL,28
2022-04-14,Java,27
2022-04-14,Big Data,27
2022-04-14,Scala,15
2022-04-14,Spark,10
2022-04-14,English,9
2022-04-14,Tableau,2
2022-04-14,Power BI,1
2022-04-14,Data,1
2022-04-15,Python,38
2022-04-15,SQL,34
2022-04-15,Java,29
2022-04-15,Big Data,28
2022-04-15,Scala,15
2022-04-15,Spark,10
2022-04-15,English,9
2022-04-15,Data,8
2022-04-15,Tableau,2
2022-04-15,Power BI,1
2022-04-16,Python,37
2022-04-16,SQL,33
2022-04-16,Java,29
2022-04-16,Big Data,29
2022-04-16,Scala,15
2022-04-16,Spark,10
2022-04-16,English,9
2022-04-16,Data,8
2022-04-16,Tableau,2
2022-04-16,Power BI,1
2022-04-17,Python,37
2022-04-17,SQL,33
2022-04-17,Java,29
2022-04-17,Big Data,29
2022-04-17,Scala,15
2022-04-17,Spark,10
2022-04-17,English,9
2022-04-17,Data,8
2022-04-17,Tableau,2
2022-04-17,Power BI,1
2022-04-18,Python,37
2022-04-18,SQL,33
2022-04-18,Java,29
2022-04-18,Big Data,29
2022-04-18,Scala,15
2022-04-18,Spark,10
2022-04-18,English,9
2022-04-18,Data,8
2022-04-18,Tableau,2
2022-04-18,Power BI,1
2022-04-19,Python,37
2022-04-19,SQL,33
2022-04-19,Java,29
2022-04-19,Big Data,29
2022-04-19,Scala,15
2022-04-19,Spark,10
2022-04-19,English,9
2022-04-19,Data,8
2022-04-19,Tableau,2
2022-04-19,Power BI,1
2022-04-20,Python,37
2022-04-20,SQL,37
2022-04-20,Java,29
2022-04-20,Big Data,29
